,name,community_status,lifetime_investment,city,st_abb,pop_change_10_11,pop_change_11_12,pop_change_12_13,pop_change_13_14,pop_change_14_15,pop_change_15_16,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,residentcount,edu_event,dist_event,home_assess,comm_prep,mitigation,other
835,Lake Arrowhead Community of Waterboro,In Good Standing,36776.39,Waterboro,ME,0.00515704390332951,0.00418720330133234,0.00195425338980071,0.00623740235256365,0.00235193287025503,0.00589089173684368,0.0,0.0,0.0,0.0,0.0,1160.0,15559.0,4060.0,2414.0,4188.0,1995.0,2127.36,3322.08,1950.95,0.0,960.0,0.0,4.0,0.0,6.0,0.0,0.0
836,Lake Camelot,In Good Standing,55446.13,Nekoosa,WI,0.00258806613946801,-0.0181175008365601,-0.00223953261927945,-0.0141016882990143,-0.00217767879237812,-0.00456326571102624,0.0,0.0,0.0,0.0,0.0,12706.0,1942.0,257.0,1200.0,7200.0,1137.93,9549.0,12165.0,9289.2,0.0,2900.0,0.0,0.0,0.0,1.0,5.0,0.0
837,Lake Capri Estates,In Good Standing,3184.0,Conyers,GA,0.00188588630799686,0.00108731235093298,0.0122043795620438,0.00976116303219107,0.0132775721011015,0.00763436252509078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.0,1380.0,0.0,320.0,0.0,2.0,0.0,0.0,0.0,0.0
838,Lake Cushman,In Good Standing,322821.7,Hoodsport,WA,0.00284787726142855,-0.00205187130663165,-0.00381610329796858,0.00236117761669666,0.00543603597667446,0.0190379448194508,0.0,0.0,0.0,11251.0,5068.0,66791.0,26180.0,300.0,19977.0,16600.0,31815.0,32156.0,60750.0,51933.7,0.0,2345.0,2.0,9.0,0.0,8.0,1.0,0.0
839,Lake Entiat Estates,Inactive,,--,WA,,,,,,,,,,,,,,,,,,,,,,444.0,2.0,0.0,1.0,1.0,0.0,0.0
840,Lake Forest,In Good Standing,240120.35,Susanville,CA,-0.0157873586313795,-0.0182571161922538,-0.045095359752837,-0.0133773021403683,-0.01201362174434,-0.0147767529441803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,226762.0,1281.0,800.0,1900.0,1084.0,1793.35,0.0,400.0,3.0,7.0,3.0,2.0,0.0,1.0
841,Lake Forest Estates - Ramey Mountain,In Good Standing,79300.02,Hiawassee,GA,-0.00398444170382317,0.000476235831983998,0.0229436405178979,0.0307119590507213,0.00794582392776524,0.0204246170384305,0.0,0.0,0.0,0.0,0.0,1275.0,16971.0,12428.0,21180.0,3567.0,1743.2,2324.7,11036.0,1475.12,0.0,106.0,1.0,3.0,0.0,3.0,3.0,0.0
842,Lake Hamilton,Inactive,,--,AR,-0.00292063109719379,0.010327646081836,0.00113578623307529,-0.00316465144051351,0.00281529845158585,-0.00325538332885345,,,,,,,,,,,,,,,,4600.0,0.0,7.0,0.0,0.0,0.0,0.0
843,Lake Harbor Shores,Inactive,1320.56,Martin,GA,-0.0156022944550669,-0.00159272783777484,-0.00579743978833508,-0.00540075140889167,0.00338396159597072,0.00984313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.56,0.0,0.0,640.0,0.0,0.0,1.0,1.0,0.0,0.0
844,Lake Hillsdale POA,In Good Standing,251115.0,Poplarville,MS,-0.00466593686628502,-0.00668914411409408,-0.00270456690626588,0.0069526600294851,-0.00292815183009489,0.00266482968656527,0.0,0.0,0.0,0.0,0.0,0.0,1428.0,1876.0,5408.0,5334.0,5000.0,58800.0,93541.0,79728.0,0.0,102.0,1.0,6.0,0.0,0.0,0.0,1.0
845,Lake Kiowa,In Good Standing,52719.1,Lake Kiowa,TX,-0.00124817973788225,0.00945115600916476,-0.00693817544040649,0.00615552438834346,0.00957691215570872,0.00398874968038865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5791.0,13011.0,13119.42,14674.24,6123.44,0.0,2750.0,2.0,2.0,1.0,3.0,0.0,0.0
846,Lake Lewman,In Good Standing,10330.51,Morehead,KY,0.00880831231025784,0.0118679269274785,0.0159175637749759,0.00045355213787985,0.0166089680184636,-0.00875663842380508,0.0,0.0,0.0,0.0,100.0,300.0,1701.0,1834.0,939.0,768.0,1481.0,1295.19,922.8,989.52,0.0,68.0,2.0,6.0,1.0,0.0,0.0,0.0
847,Lake Maumelle,Inactive,51658.93,Roland,AR,0.00821900668103842,0.00550447804413924,0.00618917216286754,0.00337582287279715,0.000761525393942944,0.000809300336953977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17734.07,16962.43,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
848,Lake Mont Pines HOA,In Good Standing,6698.95,Arnold,CA,-0.00783071576261493,-0.0076708198465836,-0.00408847184986595,0.00026919711959082,0.00562919105609007,0.00738180196253345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6698.95,0.0,1102.0,0.0,0.0,1.0,1.0,0.0,0.0
849,Lake Ozark,In Good Standing,74619.0,Lake Ozark,MO,0.00396327900675375,-0.00439073514602216,0.011692830555106,0.00191961607678464,0.000918053726100667,0.00518423991067156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10369.0,28000.0,9250.0,15000.0,12000.0,0.0,5000.0,1.0,4.0,0.0,1.0,0.0,0.0
850,Lake Plymouth Community Association,In Good Standing,237817.91,Newton,NJ,-0.00466297570414965,-0.00745926095937572,-0.0091340039310903,-0.00582744182854005,-0.010052402289407,-0.00601876067929002,0.0,0.0,0.0,400.0,10000.0,11500.0,12400.0,3975.0,6535.0,26670.0,29228.0,34337.91,50561.75,52210.25,0.0,158.0,4.0,2.0,0.0,1.0,0.0,0.0
851,Lake Road/Glen Echo,Inactive,14349.0,Canton,MA,0.00766001194462685,0.00716389831657973,0.0082386575731093,0.00492777484976385,0.00397605697088607,0.00328970563898143,0.0,0.0,4730.0,7594.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Lake Sherwood,In Good Standing,39725.76,Nekoosa,WI,0.00258806613946801,-0.0181175008365601,-0.00223953261927945,-0.0141016882990143,-0.00217767879237812,-0.00456326571102624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7361.0,3795.0,4768.0,8241.76,6017.0,6076.0,3467.0,0.0,1336.0,8.0,1.0,0.0,2.0,2.0,0.0
853,Lake Shore Park Homes-Bass Lake,In Good Standing,356180.0,Bass Lake,CA,0.00571148717066294,-9.87088877482529e-05,-0.000895048931535338,0.0148869317770122,0.00152527081670139,0.00253392609490234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,5700.0,5330.0,2650.0,31000.0,3500.0,300000.0,0.0,48.0,0.0,2.0,2.0,2.0,0.0,2.0
854,Lake Wales Estate,Inactive,57000.0,Lake Wales,FL,0.0107026871105231,0.00922631788724701,0.0119650118479946,0.0197155411655874,0.0228260664134112,0.0257520113946953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Lake Wildwood Association,In Good Standing,391472.0,Penn Valley,CA,-0.000101233018161203,-0.00472806058397117,-0.00151569096180255,0.00652023309833327,0.000334021620308515,0.00281293952180028,0.0,0.0,0.0,0.0,26966.0,23063.0,29700.0,44736.0,43040.0,35931.0,60287.0,44280.0,51769.0,31700.0,0.0,5600.0,1.0,4.0,3.0,4.0,0.0,0.0
856,Lake Yonah,In Good Standing,5210.0,Clarkesville,GA,0.000348181332838142,0.00886393168739558,-0.00448502691016146,0.00935702238754245,0.00544772019776598,0.00728497928334016,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,960.0,400.0,500.0,450.0,450.0,750.0,450.0,0.0,77.0,1.0,2.0,2.0,1.0,0.0,0.0
857,Lake of the Pines,In Good Standing,37500.0,Boulder,CO,0.0155887331367004,0.0158118677165773,0.0161683314229573,0.00940097393703249,0.0176689952874165,0.0109431570757174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,3500.0,5000.0,5000.0,0.0,240.0,4.0,1.0,0.0,0.0,0.0,0.0
858,Lake of the Pines,In Good Standing,527238.2,Nevada City,CA,-0.000101233018161203,-0.00472806058397117,-0.00151569096180255,0.00652023309833327,0.000334021620308515,0.00281293952180028,0.0,0.0,0.0,0.0,0.0,0.0,210600.0,229350.0,13157.0,11705.0,13091.0,11619.0,11480.2,13145.0,0.0,4994.0,0.0,2.0,1.0,1.0,0.0,0.0
859,Lakehills/SouthPointe,In Good Standing,17806.14,El Dorado Hills,CA,-0.00160085673436267,-0.00168635928852225,0.00481285791823126,0.00884102145766617,0.0072556015101267,0.00686703659707419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2904.0,3321.0,5767.5,5813.64,0.0,1050.0,2.0,1.0,0.0,1.0,0.0,0.0
860,Lakeport,In Good Standing,29571.0,Okeechobee,FL,0.0163085484618952,-0.0107993003270211,0.00553548089490274,0.0275250401406835,0.0125009301287298,0.026677445432498,0.0,0.0,0.0,0.0,0.0,0.0,10250.0,2000.0,4000.0,3631.0,5980.0,2010.0,500.0,1200.0,0.0,578.0,0.0,4.0,0.0,4.0,0.0,1.0
861,Lakeridge Oaks Homeowner's Association,In Good Standing,19952.32,Sanger,CA,0.00861481903303402,0.00674962998247733,0.00730637781936623,0.00984417496188777,0.00932252575141385,0.00800818820528119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10687.75,3885.57,5379.0,0.0,136.0,3.0,1.0,0.0,0.0,0.0,0.0
862,Lakeside Property Owners Association,In Good Standing,8167.0,Louisa,VA,0.00506609910369016,0.000208780720591744,0.0142835843148949,0.00984888575292527,0.00783137791493202,0.0178519845167254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1089.0,1089.0,4900.0,0.0,42.0,2.0,0.0,0.0,4.0,0.0,1.0
863,Lakeview Editions,Inactive,161500.5,Carthage,MO,0.000993866906780381,-0.0206468147217814,0.00908964871843752,0.00925679446996694,0.00717245369385619,0.00620902885720078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35435.25,87377.25,19344.0,19344.0,0.0,0.0,53.0,0.0,4.0,0.0,0.0,0.0,0.0
864,Lakeway,In Good Standing,168768.0,The Hills,TX,0.0303608977176686,0.0322679680333905,0.0226489387130265,0.0256211706519839,0.0218758806890337,0.0208585500051923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62154.0,40996.0,35598.0,30020.0,0.0,14158.0,0.0,3.0,2.0,2.0,6.0,0.0
865,Lakewood,In Good Standing,432725.5,Starke,FL,-0.00161194239058065,-0.0473833842265979,-0.0085111086548027,-0.0084726867335563,0.00948204782250206,-0.000334137739001299,15104.23,26119.0,22224.0,31417.79,44484.0,34993.61,61167.0,22954.0,50587.0,24558.0,29499.0,29499.0,16928.99,23189.88,0.0,51.0,2.0,2.0,2.0,5.0,1.0,1.0
866,Lamartine,Inactive,625.0,Waldo,AR,-0.00206085586131652,-0.0108114674441205,-0.005526218838266,-0.00889108421832551,0.00257496469806462,-0.00990057995028997,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,0.0,0.0,0.0,1.0,0.0,0.0
867,Lambert-Marcus,Inactive,6802.76,Bismarck,AR,-0.00292063109719379,0.010327646081836,0.00113578623307529,-0.00316465144051351,0.00281529845158585,-0.00325538332885345,0.0,0.0,0.0,0.0,0.0,0.0,1680.76,4315.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,3.0,0.0,0.0,0.0,0.0
868,Lane,Inactive,10000.0,Lane,OK,-0.00296547341664901,-0.010126761560796,-0.0116611818572042,0.00224393774882374,-0.00433338148201647,0.00174089656172929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,1200.0,0.0,1.0,0.0,0.0,0.0,0.0
869,Langhorne Road,In Good Standing,197720.0,Dublin,VA,-0.00172384071711774,0.0,-0.00673458815403212,-0.00570815948076032,-0.000203992423138569,-0.00306051066806576,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,1248.0,2080.0,534.0,179845.0,1107.0,1053.0,1353.0,0.0,82.0,4.0,0.0,0.0,1.0,6.0,0.0
870,Langley,In Good Standing,6733.0,Langley,AR,-0.00301605606315976,0.00275825251356882,-0.0127772848269743,-0.0111450656120798,-0.0134520996182512,-0.00202690252441496,0.0,0.0,0.0,0.0,939.0,500.0,350.0,879.0,0.0,555.0,915.39,976.26,635.35,983.0,0.0,170.0,0.0,5.0,0.0,0.0,1.0,1.0
871,Latham Springs Baptist Encampment,In Good Standing,35605.4,Aquilla,TX,0.000996384547499075,-0.00224674364370627,-0.0085226462959268,-0.00204116835326587,0.00383141762452107,0.00662916834069908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31333.4,4272.0,0.0,850.0,0.0,1.0,0.0,0.0,1.0,0.0
872,Lauderdale Ridge HOA,In Good Standing,3350.0,Cle Elum,WA,0.0138258961228969,0.00127474324746855,0.00535671390823925,0.0158889446395718,0.0126769838656569,0.0420140743665374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3350.0,0.0,55.0,1.0,3.0,0.0,0.0,0.0,0.0
873,Launiupoko,In Good Standing,3862.65,Lahaina,HI,0.0114658476468235,0.0110998411574455,0.0150663411125622,0.014681111587636,0.00624812403138763,0.0067998222427847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.65,0.0,600.0,0.0,0.0,0.0,1.0,0.0,0.0
874,Laurel Acres,Inactive,43059.77,Swannanoa,NC,0.0107359843901132,0.0116037731940825,0.0134814159581961,0.0101705188298044,0.0112441349296192,0.0129742729660454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32975.0,10084.77,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,2.0,0.0
875,Laurel Mountain Lakes,In Good Standing,93170.54,Madisonville,TN,0.00699269353175848,0.00489650567549522,0.00161683277962348,0.00369281118015169,0.00632297862965411,0.00641460691376404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20727.0,9526.92,18028.81,26859.0,0.0,130.0,0.0,4.0,1.0,0.0,0.0,0.0
876,Laurel Ridge,In Good Standing,170832.8,Blacksburg,VA,0.00254764950262693,0.00946877833779709,0.0112392412467619,0.00553650373920588,0.00295845831450055,0.00989389159736163,0.0,0.0,0.0,0.0,0.0,12414.0,23537.0,29659.0,15102.0,13027.0,25882.97,15369.65,15162.79,20678.39,0.0,222.0,0.0,1.0,0.0,4.0,3.0,0.0
877,Laurel Woods,In Good Standing,10499.68,Salem,VA,0.00595186563933859,0.000354999031820822,0.0067210805346754,0.00111092121004956,0.0020913358941528,0.00122449848801056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6144.0,1245.78,1554.96,0.0,39.0,1.0,2.0,1.0,1.0,0.0,0.0
878,Laurelmor,Inactive,34475.0,Ferguson,NC,-8.6711467591589e-05,0.00130078480683346,-0.00297348402834914,-0.00356144948098389,-0.00447498801342496,0.00322538274055371,0.0,0.0,0.0,0.0,18551.0,15924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Lawson,Inactive,893.0,El Dorado,AR,-0.00435556838964289,-0.0123504531722054,-0.00638703993735317,-0.0109597812969485,0.0,-0.0067483440410379,0.0,0.0,0.0,0.0,0.0,0.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Layside,In Good Standing,36477.0,Winchester,VA,0.0120253486714853,0.00891498698587936,0.0134350307834193,0.0139947857740174,0.00876852548087419,0.01495605756399,0.0,0.0,0.0,9500.0,225.0,1000.0,1320.0,0.0,525.0,3000.0,5381.0,6674.0,4752.0,1100.0,0.0,86.0,6.0,2.0,0.0,0.0,1.0,0.0
881,Lazy River Mobile Home Village,Inactive,28345.0,Venice,FL,0.00427849700031576,0.0117091907584118,0.00977896331593873,0.0169936216213444,0.0210976529302436,0.0189329296152412,0.0,0.0,0.0,0.0,7482.0,12135.0,8728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1.0,1.0,0.0,0.0,0.0,0.0
882,Lazy T Ranch,Inactive,,--,OR,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,1.0,0.0,0.0
883,Lead,Inactive,575187.0,Lead,SD,0.00586873863448504,0.00193113649437094,0.0238671314332582,-0.00761004525974286,0.00439924123178754,0.0158723780438801,0.0,107760.0,116407.0,116920.0,12000.0,65000.0,10100.0,35000.0,63000.0,10000.0,13000.0,26000.0,0.0,0.0,0.0,3124.0,0.0,0.0,0.0,6.0,0.0,0.0
884,Leadmine Bend,Inactive,2150.0,New Tazewell,TN,0.00581090985237148,-0.00484047259667933,-0.00339958158995816,-0.00477564943584361,0.00854250158194474,0.000731987869915299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,0.0,1.0
885,Leawood,In Good Standing,230430.12,Joplin,MO,0.0117638965327463,0.00413068606785884,-0.0048754888185404,-0.00324923872548186,-0.000426679410158383,0.00216845663940444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,150027.0,69302.0,2075.06,2075.06,2186.0,2165.0,0.0,694.0,1.0,5.0,0.0,0.0,1.0,0.0
886,Leeward Road,In Good Standing,8991.0,Friday Harbor,WA,0.00329740012682308,-0.000758437618505878,0.00411132194813409,0.00919685039370079,0.0132950502465514,0.00646790686214119,0.0,0.0,0.0,0.0,0.0,984.0,1245.0,1563.0,1165.0,1252.0,1125.0,460.0,562.0,635.0,0.0,21.0,0.0,1.0,0.0,2.0,6.0,1.0
887,Lefthand Fire Protection District,Inactive,,--,CO,,,,,,,,,,,,,,,,,,,,,,360.0,1.0,2.0,0.0,0.0,0.0,0.0
888,Leisure Lakes,In Good Standing,1400336.56,Lake Placid,FL,-0.00360820562717911,-0.00267526549212679,-0.00232546279769494,0.00273981005346719,0.0138859152775654,0.0147817430390057,0.0,0.0,0.0,0.0,0.0,1355588.0,3025.0,2380.0,2114.0,2819.56,2750.0,3044.0,23000.0,5616.0,0.0,130.0,3.0,3.0,1.0,1.0,2.0,0.0
889,Leisure Towne Assoc.,In Good Standing,40116.0,Southampton Township,NJ,0.00293163089498217,0.00148927433942582,-0.00285222925983875,0.00247811369985709,-0.00305728360684087,-0.000869516873297381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10058.0,10058.0,10000.0,10000.0,0.0,3400.0,12.0,6.0,50.0,3.0,0.0,9.0
890,Leisure Woods,In Good Standing,5293.5,Hiawassee,GA,-0.00398444170382317,0.000476235831983998,0.0229436405178979,0.0307119590507213,0.00794582392776524,0.0204246170384305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,160.0,871.6,885.6,1038.15,1038.15,0.0,80.0,1.0,0.0,2.0,2.0,1.0,0.0
891,Leola,Inactive,13049.14,Leola,AR,0.00352132357051031,0.00401024841261,0.000499278819482969,0.00133074577210979,-0.00160584749986156,0.0028840820854132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8661.14,4388.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,1.0,0.0,1.0,0.0,0.0,0.0
892,Leon Valley,In Good Standing,535044.0,San Antonio,TX,0.0187672010428286,0.0189068568974023,0.0187450028794597,0.0201382394394025,0.0197622164154493,0.0175142786900641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161182.0,161182.0,160180.0,52500.0,0.0,11020.0,5.0,5.0,0.0,5.0,1.0,0.0
893,Lewiston,In Good Standing,93844.0,Lewiston,CA,-0.00355975299673084,-0.015748031496063,-0.00518518518518519,-0.0230081906180194,-0.0040393262708635,-0.0218855218855219,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,6250.0,1500.0,5194.0,18500.0,6200.0,22500.0,3700.0,0.0,1500.0,2.0,4.0,0.0,1.0,1.0,0.0
894,Libby,In Good Standing,507000.0,Libby,MT,-0.00355618776671408,-0.0066789028245131,-0.00354154904275522,-0.0142165447615123,-0.00475493782004389,0.0111303617367564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256000.0,50000.0,71000.0,35000.0,35000.0,30000.0,30000.0,0.0,8000.0,2.0,2.0,0.0,3.0,0.0,0.0
895,Liberty,In Good Standing,35935.0,Conway,AR,0.0195677902950072,0.0192352339269285,0.00645384446656655,0.0116011031106715,0.00546887299785388,0.00728513387669664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18942.0,16993.0,0.0,7400.0,0.0,2.0,0.0,1.0,0.0,0.0
896,Liberty Township,Inactive,80300.0,Liberty,NJ,-0.00499737706728513,-0.00443050853728472,-0.00604821851628188,0.00172923053914604,-0.000914443542442311,-0.00424017707876082,0.0,0.0,5800.0,26000.0,3500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
897,Liberty Woodlands Homeowners Association,In Good Standing,9591.0,Winthrop,WA,0.00247320692497939,-0.00246710526315789,-0.00329760923330585,0.00316255534471853,0.00298283053642448,0.00471481418796393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7949.0,1482.0,160.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,1.0
898,Lick Creek Road,Inactive,1915.0,Whitley City,KY,-0.000765445598687808,-0.011928211862552,-0.00725440248089489,-0.00195236235845373,-0.00173261792980103,-0.0195957673142601,0.0,0.0,0.0,0.0,0.0,1815.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
899,Lion Mountain Homeowners’ Association,In Good Standing,56013.0,Whitefish,MT,0.00358777953865117,0.00468253097927404,0.0148225765960466,0.0188545307878462,0.0142618866649776,0.0208474276376732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,6513.0,3000.0,2500.0,5000.0,10000.0,16000.0,0.0,100.0,3.0,3.0,0.0,1.0,0.0,0.0
900,Lithia Creek Estates,In Good Standing,10973.0,Ashland,OR,0.0068039919374662,0.00757834702188541,0.00734688339003421,0.0117818552693614,0.0153249235655767,0.0140165032266524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5392.0,929.0,1666.0,1666.0,770.0,550.0,0.0,32.0,2.0,1.0,0.0,3.0,0.0,0.0
901,Little Dead Horse Lake,In Good Standing,8205.31,Marcell,MN,0.00226586102719033,0.00250454364111884,0.00466494218566912,0.000550151841908367,-0.00153957815558537,-0.00341432253232592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5375.31,2830.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
902,Little Diamond Island,In Good Standing,10997.43,Portland,ME,0.00455798553381364,0.00483083245216026,0.00700728180112834,0.00745830479092981,0.00765286652928973,0.00542924424369285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,1911.0,1206.63,3229.8,3230.0,0.0,168.0,1.0,2.0,0.0,1.0,1.0,0.0
903,Little Flock,In Good Standing,203429.77,Little Flock,AR,0.0279557524509584,0.023843033725545,0.0193602370188223,0.0218319945723643,0.0281157911562312,0.0296590406257101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48114.0,6408.0,6686.0,28827.0,24752.27,53492.5,35150.0,0.0,3500.0,2.0,4.0,0.0,2.0,0.0,0.0
904,Little Valley,In Good Standing,84041.04,Little Valley,CA,-0.0157873586313795,-0.0182571161922538,-0.045095359752837,-0.0133773021403683,-0.01201362174434,-0.0147767529441803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,681.0,83155.04,0.0,70.0,4.0,2.0,1.0,1.0,0.0,1.0
905,Little White Salmon,In Good Standing,184067.48,Stevenson,WA,0.00270172910662824,0.00269444943416562,0.00841992117520602,0.007106057914372,-0.00255777032986417,0.0177734547705367,0.0,0.0,0.0,0.0,0.0,0.0,27137.0,3000.0,84498.0,5200.0,41700.0,3498.36,14548.12,4486.0,0.0,1200.0,3.0,2.0,1.0,3.0,0.0,0.0
906,Loch Glade Sanctuary,Inactive,37250.24,Swanton,MD,0.000565084430261933,-0.00654463306866881,0.00160513643659711,-0.00981570512820513,-0.00714815564097377,-0.000713169870271005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,4979.0,10562.0,5852.0,13961.0,1333.24,0.0,0.0,42.0,8.0,2.0,0.0,1.0,3.0,0.0
907,Lock 5,Inactive,1677.0,Livingston,AL,-0.0167370106243633,-0.00473653049141504,-0.00290005948839976,-0.00939667387575509,-0.00293608371602801,-0.0154032014497131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,1.0,0.0,0.0
908,Lockards Creek,Inactive,35546.0,Manchester,KY,-0.00318192298824072,-0.00235936343449297,-0.0141896591699513,-0.00456277341361306,-0.00543426897268689,-0.0133510714116026,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,12796.0,10000.0,9000.0,0.0,0.0,0.0,0.0,0.0,3500.0,1.0,1.0,0.0,1.0,0.0,0.0
909,Lockett Ranches,In Good Standing,20747.98,Flagstaff,AZ,-0.00325350606132636,0.0135110965376418,0.00472062294575695,0.00771364378188099,0.01002941283271,0.0131726538007996,0.0,0.0,0.0,0.0,3536.0,2000.0,1000.0,1981.0,2033.0,2200.0,459.25,1695.0,3654.0,2189.73,0.0,172.0,1.0,1.0,1.0,3.0,1.0,1.0
910,Lodi,In Good Standing,12667.81,Glenwood,AR,-0.00301605606315976,0.00275825251356882,-0.0127772848269743,-0.0111450656120798,-0.0134520996182512,-0.00202690252441496,0.0,0.0,0.0,0.0,0.0,7555.0,567.0,479.0,512.0,553.0,1002.0,968.76,408.05,623.0,0.0,100.0,1.0,5.0,1.0,2.0,0.0,0.0
911,Log Hill Mesa,In Good Standing,89603.0,Montrose,CO,-0.00268696820420958,0.020655590480467,0.00725912890453146,0.00786197859794715,0.00975081256771398,0.042274678111588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18680.0,30668.0,16966.0,14389.0,8900.0,0.0,1500.0,1.0,2.0,0.0,2.0,0.0,0.0
912,Logtown,Inactive,,--,CA,-0.00160085673436267,-0.00168635928852225,0.00481285791823126,0.00884102145766617,0.0072556015101267,0.00686703659707419,,,,,,,,,,,,,,,,1100.0,4.0,7.0,0.0,2.0,0.0,1.0
913,Loma Linda,In Good Standing,104734.4,Loma Linda,MO,0.0117638965327463,0.00413068606785884,-0.0048754888185404,-0.00324923872548186,-0.000426679410158383,0.00216845663940444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,1300.0,69302.0,24265.0,2272.4,2624.0,2371.0,0.0,760.0,1.0,5.0,0.0,0.0,1.0,0.0
